transaction_id,account_id,destino_id,tipo,valor,data_hora,canal,cliente,cpf,agencia,saldo_inicial,status_conta,perfil_risco_cliente,limite_diario,motivo,status_processamento,impacto_financeiro,valor_acima_limite,conta_invalida,conta_bloqueada,horario_sensivel,duplicada,risk_score,nivel_risco,prioridade_auditoria
TRX0002320,ACC00048,ACC00022,TED,178.76,2026-04-04T10:53:37,ATM,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,53.02,MEDIO,ATENCAO
TRX0001925,ACC00054,,CARTAO,27591.52,2026-03-19T17:18:37,ATM,Larissa Ribeiro,310.331.206-96,5033.0,4312.08,ATIVA,BAIXO,8033.52,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,52.95,MEDIO,ATENCAO
TRX0001174,ACC00037,ACC00019,TED,430.22,2026-03-31T05:09:37,APP,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,52.91,MEDIO,ATENCAO
TRX0000844,ACC00055,ACC00018,TED,1043.77,2026-04-24T14:52:37,CAIXA,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,52.83,MEDIO,ATENCAO
TRX0000059,ACC00055,ACC00111,TED,370.45,2026-03-30T03:11:37,APP,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,52.55,MEDIO,ATENCAO
TRX0000438,ACC00037,,BOLETO,4340.19,2026-03-03T09:37:37,INTERNET_BANKING,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,52.54,MEDIO,ATENCAO
TRX0000164,ACC00083,ACC00111,TED,354.28,2026-05-31T12:59:37,APP,Bruno Teixeira,266.481.221-23,7882.0,3550.4,BLOQUEADA,ALTO,24585.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,52.52,MEDIO,ATENCAO
TRX0002151,ACC00083,ACC00103,PIX,108.73,2026-03-15T14:41:37,INTERNET_BANKING,Bruno Teixeira,266.481.221-23,7882.0,3550.4,BLOQUEADA,ALTO,24585.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,52.52,MEDIO,ATENCAO
TRX0001891,ACC00048,,CARTAO,681.27,2026-03-26T05:31:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,52.29,MEDIO,ATENCAO
TRX0000597,ACC00083,ACC00064,PIX,154.13,2026-04-11T06:30:37,INTERNET_BANKING,Bruno Teixeira,266.481.221-23,7882.0,3550.4,BLOQUEADA,ALTO,24585.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,52.12,MEDIO,ATENCAO
TRX0000753,ACC00083,,BOLETO,164.26,2026-04-16T15:28:37,APP,Bruno Teixeira,266.481.221-23,7882.0,3550.4,BLOQUEADA,ALTO,24585.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,52.05,MEDIO,ATENCAO
TRX0002352,ACC00073,ACC00076,TED,1525.07,2026-05-26T05:39:37,INTERNET_BANKING,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,51.89,MEDIO,ATENCAO
TRX0001415,ACC00103,ACC00104,PIX,2683.58,2026-04-18T15:39:37,APP,Diego Oliveira,267.609.090-51,1856.0,5682.24,ENCERRADA,BAIXO,12338.41,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,True,51.84,MEDIO,ATENCAO
DUP0000017,ACC00103,ACC00104,PIX,2683.58,2026-04-18T15:39:37,APP,Diego Oliveira,267.609.090-51,1856.0,5682.24,ENCERRADA,BAIXO,12338.41,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,True,51.84,MEDIO,ATENCAO
TRX0000544,ACC00073,,BOLETO,833.27,2026-05-10T03:36:37,ATM,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,51.83,MEDIO,ATENCAO
TRX0001063,ACC00048,,BOLETO,5744.7,2026-04-20T15:32:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,51.62,MEDIO,ATENCAO
TRX0000371,ACC00048,ACC00042,PIX,202.28,2026-03-25T02:50:37,INTERNET_BANKING,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,51.61,MEDIO,ATENCAO
TRX0000363,ACC00055,,CARTAO,176.94,2026-05-28T16:59:37,ATM,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,51.37,MEDIO,ATENCAO
TRX0000826,ACC00055,,CARTAO,178.28,2026-05-19T18:36:37,ATM,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,51.37,MEDIO,ATENCAO
TRX0000042,ACC00063,ACC00119,PIX,31595.58,2026-05-02T20:10:37,APP,Rafael Ribeiro,834.489.975-59,3560.0,3383.18,ATIVA,BAIXO,22863.02,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,51.17,MEDIO,ATENCAO
TRX0001940,ACC00046,,BOLETO,21369.85,2026-04-21T21:03:37,INTERNET_BANKING,Isabela Ribeiro,539.587.581-98,5532.0,3123.26,ATIVA,BAIXO,21178.49,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,51.14,MEDIO,ATENCAO
TRX0000359,ACC00037,ACC00046,PIX,515.92,2026-04-25T00:31:37,INTERNET_BANKING,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,51.0,MEDIO,ATENCAO
TRX0001916,ACC00048,ACC00002,PIX,392.8,2026-05-13T02:04:37,INTERNET_BANKING,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,50.97,MEDIO,ATENCAO
TRX0000589,ACC00037,ACC00083,PIX,1425.09,2026-04-09T10:10:37,CAIXA,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,50.84,MEDIO,ATENCAO
TRX0002181,ACC00015,ACC00084,PIX,25865.6,2026-05-19T13:38:37,INTERNET_BANKING,Felipe Barbosa,661.226.779-73,1969.0,2323.04,ATIVA,BAIXO,14539.03,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,50.65,MEDIO,ATENCAO
TRX0002161,ACC00073,,DEPOSITO,3746.67,2026-03-07T18:26:37,ATM,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,50.15,MEDIO,ATENCAO
TRX0001242,ACC00055,,BOLETO,889.15,2026-03-09T08:07:37,ATM,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,49.89,MEDIO,ATENCAO
TRX0002241,ACC00083,ACC00074,PIX,1334.73,2026-05-06T07:30:37,APP,Bruno Teixeira,266.481.221-23,7882.0,3550.4,BLOQUEADA,ALTO,24585.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,49.47,MEDIO,ATENCAO
TRX0001342,ACC00067,,SAQUE,12651.11,2026-04-13T19:38:37,APP,Rafael Martins,257.300.816-37,1544.0,1512.68,ATIVA,BAIXO,10761.96,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,49.27,MEDIO,ATENCAO
TRX0001407,ACC00105,,BOLETO,14284.56,2026-03-30T23:47:37,INTERNET_BANKING,Carla Martins,282.158.903-13,5804.0,1495.53,ATIVA,BAIXO,11753.44,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,49.26,MEDIO,ATENCAO
TRX0000875,ACC00073,ACC00021,PIX,1386.79,2026-03-12T02:01:37,ATM,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,49.24,MEDIO,ATENCAO
TRX0001092,ACC00054,ACC00016,TED,12021.13,2026-05-09T20:38:37,APP,Larissa Ribeiro,310.331.206-96,5033.0,4312.08,ATIVA,BAIXO,8033.52,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,48.87,MEDIO,ATENCAO
TRX0001036,ACC00110,,BOLETO,14746.51,2026-03-09T15:54:37,APP,Felipe Rocha,405.096.346-22,4767.0,3373.26,ATIVA,BAIXO,10556.18,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,48.82,MEDIO,ATENCAO
TRX0001042,ACC00033,,DEPOSITO,292.66,2026-05-24T05:13:37,APP,Carla Pereira,054.465.779-75,5428.0,568.55,BLOQUEADA,BAIXO,4251.93,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,48.71,MEDIO,ATENCAO
TRX0002304,ACC00111,,DEPOSITO,797.15,2026-04-18T04:30:37,APP,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,48.68,MEDIO,ATENCAO
TRX0001259,ACC00073,,DEPOSITO,324.36,2026-04-10T05:03:37,APP,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,48.67,MEDIO,ATENCAO
TRX0000845,ACC00083,ACC00071,PIX,645.8,2026-03-12T12:44:37,APP,Bruno Teixeira,266.481.221-23,7882.0,3550.4,BLOQUEADA,ALTO,24585.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,48.33,MEDIO,ATENCAO
TRX0001931,ACC00107,ACC00016,PIX,20615.17,2026-03-26T14:32:37,APP,Gabriela Lima,575.237.255-77,5181.0,451.4,ATIVA,BAIXO,19160.03,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,48.15,MEDIO,ATENCAO
TRX0000120,ACC00033,,SAQUE,148.0,2026-05-22T23:32:37,ATM,Carla Pereira,054.465.779-75,5428.0,568.55,BLOQUEADA,BAIXO,4251.93,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,48.12,MEDIO,ATENCAO
TRX0002203,ACC00083,ACC00090,PIX,381.82,2026-03-11T18:58:37,APP,Bruno Teixeira,266.481.221-23,7882.0,3550.4,BLOQUEADA,ALTO,24585.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,48.1,MEDIO,ATENCAO
TRX0000547,ACC00016,ACC00013,PIX,945.66,2026-03-29T03:27:37,ATM,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,48.07,MEDIO,ATENCAO
TRX0000804,ACC00073,,BOLETO,947.6,2026-05-05T02:14:37,INTERNET_BANKING,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,47.98,MEDIO,ATENCAO
TRX0002150,ACC00073,,SAQUE,369.56,2026-04-26T03:34:37,APP,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,47.89,MEDIO,ATENCAO
TRX0002171,ACC00055,,SAQUE,1229.19,2026-05-06T08:37:37,APP,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,47.89,MEDIO,ATENCAO
TRX0002194,ACC00073,,SAQUE,399.28,2026-03-16T01:44:37,APP,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,47.87,MEDIO,ATENCAO
TRX0000577,ACC00016,,SAQUE,507.73,2026-05-17T01:31:37,APP,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,47.71,MEDIO,ATENCAO
TRX0000556,ACC00039,ACC00003,PIX,5906.38,2026-04-06T09:18:37,APP,Natalia Dias,092.690.001-08,6452.0,1133.62,ATIVA,MEDIO,2844.95,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,47.55,MEDIO,ATENCAO
TRX0000611,ACC00016,,DEPOSITO,148.4,2026-05-20T14:50:37,ATM,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,47.46,MEDIO,ATENCAO
TRX0002211,ACC00037,,CARTAO,157.24,2026-04-29T17:03:37,INTERNET_BANKING,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,46.84,MEDIO,ATENCAO
TRX0000249,ACC00037,,CARTAO,2920.26,2026-05-30T21:03:37,APP,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,46.82,MEDIO,ATENCAO
TRX0002061,ACC00016,,CARTAO,66.86,2026-05-10T03:16:37,APP,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,46.71,MEDIO,ATENCAO
